CustomerID,Age,Income,LoanAmount,LoanTenure,CreditScore,ExistingLoansCount,MonthlyEMI,TotalAssets,TotalLiabilities,NetMonthlyIncome,EmploymentType,MaritalStatus,EducationLevel,PropertyOwnership,LoanPurpose,RiskFlag
CUST02581,41,670662,4743716,17,593,1,23253,9622449,4329776,55888,Salaried,Divorced,Doctorate,Owned,Medical,1
CUST02582,34,1763172,4955597,11,612,3,37542,2501675,475896,146931,Salaried,Single,Post-Graduate,Mortgaged,Business,0
CUST02583,50,913210,3233312,18,810,3,14969,2316869,1817271,76100,Salaried,Married,Graduate,Mortgaged,Medical,0
CUST02584,37,171928,701799,14,895,1,4177,9553290,1191665,14327,Unemployed,Divorced,Graduate,Rented,Education,0
CUST02585,45,204733,610903,14,737,0,3636,4120481,7616808,17061,Self-Employed,Married,Graduate,Rented,Medical,0
CUST02586,37,2092148,3990281,17,718,4,19560,6984174,2841787,174345,Self-Employed,Widowed,Doctorate,Owned,Car,0
CUST02587,35,510775,1614905,18,825,2,7476,1983027,3040488,42564,Self-Employed,Single,Graduate,Rented,Medical,0
CUST02588,63,385997,4032247,10,887,3,33602,4332703,3369856,32166,Self-Employed,Married,Graduate,Owned,Medical,1
CUST02589,36,1471474,4676942,4,740,1,97436,7061114,104233,122622,Salaried,Married,Post-Graduate,Owned,Car,0
CUST02590,25,429501,3239648,9,475,1,29996,8958967,4339609,35791,Self-Employed,Single,Graduate,Owned,Home,1
CUST02591,38,1684761,3833283,12,685,3,26620,4417674,7299746,140396,Salaried,Married,Doctorate,Rented,Business,1
CUST02592,44,1428625,1430361,5,441,0,23839,843891,6508703,119052,Self-Employed,Single,High School,Owned,Medical,1
CUST02593,26,1674942,2200964,6,600,1,30568,4195134,2005693,139578,Salaried,Single,Graduate,Rented,Home,0
CUST02594,35,1305270,4827483,28,566,4,14367,6464827,107318,108772,Business Owner,Single,Doctorate,Rented,Car,1
CUST02595,29,1979147,4093421,9,892,4,37902,8763439,6186975,164928,Salaried,Single,Graduate,Owned,Education,0
CUST02596,43,1665173,1061889,22,632,2,4022,8355355,6728929,138764,Salaried,Single,Graduate,Rented,Personal,0
CUST02597,53,1125911,4684793,4,875,0,97599,7618850,7373919,93825,Self-Employed,Married,Graduate,Owned,Education,0
CUST02598,63,186140,2522898,29,784,0,7249,1736493,4617994,15511,Salaried,Single,Post-Graduate,Owned,Car,1
CUST02599,38,792703,4227145,7,809,3,50323,5246763,3788145,66058,Salaried,Single,High School,Owned,Medical,0
CUST02600,59,458862,2631361,12,401,4,18273,5803491,6051824,38238,Business Owner,Single,Graduate,Owned,Medical,1
CUST02601,31,186614,3039274,23,765,3,11011,4739044,5523065,15551,Self-Employed,Married,Graduate,Rented,Personal,1
CUST02602,55,791950,851055,6,450,2,11820,9238105,6055833,65995,Self-Employed,Single,Graduate,Owned,Business,0
CUST02603,46,635580,1726388,16,646,0,8991,9603023,2274942,52965,Salaried,Married,Graduate,Rented,Education,0
CUST02604,54,330339,3626517,23,591,1,13139,2181262,7225621,27528,Salaried,Single,Graduate,Rented,Personal,1
CUST02605,54,884111,4219844,1,455,0,351653,9568975,297408,73675,Salaried,Single,Post-Graduate,Rented,Car,0
CUST02606,44,1340428,489892,1,890,2,40824,8480386,747041,111702,Self-Employed,Married,Graduate,Rented,Business,0
CUST02607,33,568786,430479,23,825,1,1559,7077231,5238148,47398,Self-Employed,Married,Graduate,Mortgaged,Education,0
CUST02608,44,791811,3480834,8,644,0,36258,3876273,4572122,65984,Salaried,Married,Graduate,Mortgaged,Education,0
CUST02609,57,197339,2263121,27,306,3,6984,7625464,4432465,16444,Salaried,Married,Graduate,Rented,Medical,1
CUST02610,63,268450,4250646,27,409,2,13119,5903090,7272236,22370,Salaried,Single,High School,Rented,Car,1
CUST02611,61,520001,387690,26,436,5,1242,9001019,6966858,43333,Salaried,Single,Doctorate,Owned,Education,1
CUST02612,29,1214370,1779512,29,883,2,5113,7141534,5753650,101197,Salaried,Married,High School,Rented,Business,0
CUST02613,47,1715333,225430,24,542,0,782,9646656,1317480,142944,Salaried,Single,Post-Graduate,Rented,Home,0
CUST02614,26,2002596,3561633,12,328,4,24733,4250380,772679,166883,Salaried,Married,Graduate,Mortgaged,Home,1
CUST02615,50,1629525,4296371,29,651,4,12345,914520,1117864,135793,Salaried,Married,Post-Graduate,Mortgaged,Business,0
CUST02616,64,1599596,826031,11,870,5,6257,4970520,4911714,133299,Salaried,Single,Post-Graduate,Owned,Car,0
CUST02617,24,2348856,1653654,18,636,4,7655,9973654,5702422,195738,Salaried,Single,Post-Graduate,Mortgaged,Medical,0
CUST02618,50,750757,4237447,1,566,2,353120,6584987,6399047,62563,Business Owner,Married,Graduate,Mortgaged,Medical,1
CUST02619,62,2025695,255081,28,405,4,759,7059919,824938,168807,Salaried,Married,Graduate,Rented,Car,0
CUST02620,58,2351647,4762556,18,827,4,22048,6290760,2198894,195970,Salaried,Widowed,Post-Graduate,Mortgaged,Car,0
CUST02621,38,1484226,4440599,28,362,3,13216,5968174,2704223,123685,Salaried,Single,High School,Rented,Business,1
CUST02622,26,2125303,805833,11,860,4,6104,707455,5059945,177108,Salaried,Divorced,Graduate,Rented,Business,1
CUST02623,61,473257,737704,10,433,5,6147,4190354,372486,39438,Salaried,Single,Post-Graduate,Mortgaged,Car,1
CUST02624,61,2215140,3474704,16,382,4,18097,955834,6723297,184595,Salaried,Single,Graduate,Owned,Education,1
CUST02625,46,1475568,99979,26,509,3,320,3430259,644784,122964,Salaried,Married,Graduate,Rented,Business,0
CUST02626,64,670605,2553863,16,302,2,13301,7226248,4190935,55883,Business Owner,Widowed,Post-Graduate,Mortgaged,Car,0
CUST02627,22,294748,376294,23,308,5,1363,8061681,7463093,24562,Business Owner,Married,High School,Mortgaged,Personal,1
CUST02628,48,1841831,2680921,7,411,5,31915,2313756,1553497,153485,Salaried,Married,Post-Graduate,Owned,Education,1
CUST02629,23,1162579,1783484,23,715,1,6461,6578907,5498356,96881,Salaried,Married,Post-Graduate,Rented,Business,0
CUST02630,62,878508,3547124,22,788,0,13436,2342114,4397456,73209,Unemployed,Divorced,High School,Owned,Car,0
CUST02631,51,1067107,4409503,26,448,4,14133,2086981,6558993,88925,Salaried,Married,High School,Mortgaged,Education,1
CUST02632,61,2478880,2469265,2,686,1,102886,9603972,4704031,206573,Unemployed,Married,Doctorate,Rented,Medical,0
CUST02633,46,1155362,3226756,12,510,5,22408,6138119,6785790,96280,Self-Employed,Married,High School,Rented,Medical,1
CUST02634,25,335124,3021615,3,559,0,83933,2055284,3222822,27927,Salaried,Married,Doctorate,Mortgaged,Home,1
CUST02635,23,807590,4925385,12,500,5,34204,1497544,1311534,67299,Salaried,Widowed,Graduate,Rented,Home,1
CUST02636,36,491605,1192960,23,834,4,4322,590016,5436932,40967,Salaried,Married,Graduate,Rented,Business,1
CUST02637,53,1761701,1232731,19,607,1,5406,5019060,7741327,146808,Business Owner,Single,Post-Graduate,Rented,Medical,0
CUST02638,28,2030938,1923607,22,603,0,7286,1102150,3466663,169244,Salaried,Divorced,Graduate,Rented,Home,0
CUST02639,58,2126219,3696628,22,815,5,14002,5876230,6559835,177184,Self-Employed,Married,Graduate,Rented,Personal,1
CUST02640,32,1637274,4332939,29,694,0,12450,4394317,7019240,136439,Salaried,Married,Graduate,Mortgaged,Car,0
CUST02641,43,1956014,1426474,26,389,0,4572,6393272,5164254,163001,Business Owner,Married,Graduate,Owned,Education,0
CUST02642,30,1130632,594017,18,413,4,2750,2154268,6333003,94219,Self-Employed,Single,High School,Rented,Personal,1
CUST02643,42,1625217,3062818,26,504,4,9816,1538095,4503993,135434,Salaried,Married,Post-Graduate,Rented,Personal,1
CUST02644,41,401390,3007997,2,358,0,125333,1097700,6438174,33449,Salaried,Single,Graduate,Owned,Education,1
CUST02645,22,1415110,1905113,21,715,2,7559,1046425,2689533,117925,Salaried,Divorced,Post-Graduate,Mortgaged,Medical,0
CUST02646,46,1460048,962220,16,597,3,5011,815791,4208613,121670,Business Owner,Married,Graduate,Rented,Personal,1
CUST02647,55,223047,4256868,28,326,3,12669,2661210,622445,18587,Self-Employed,Married,Graduate,Owned,Medical,1
CUST02648,62,1438525,4240371,15,540,2,23557,8024298,1570782,119877,Salaried,Single,Graduate,Rented,Personal,0
CUST02649,36,1848894,3750273,6,797,2,52087,6109595,4632897,154074,Business Owner,Widowed,Doctorate,Rented,Education,0
CUST02650,59,1013838,2916267,21,844,0,11572,2578616,5795374,84486,Salaried,Married,Graduate,Rented,Car,0
CUST02651,59,1430709,1344060,28,877,0,4000,9323659,238215,119225,Salaried,Married,Post-Graduate,Owned,Home,0
CUST02652,64,822272,2045091,1,853,5,170424,7634536,551370,68522,Business Owner,Widowed,Post-Graduate,Owned,Personal,1
CUST02653,38,786241,388733,2,664,1,16197,7813322,50946,65520,Salaried,Married,Post-Graduate,Owned,Personal,0
CUST02654,58,454309,1286632,20,856,5,5360,8995750,4140599,37859,Business Owner,Divorced,Graduate,Rented,Business,0
CUST02655,46,920428,2279666,17,873,0,11174,7482534,2681896,76702,Salaried,Married,High School,Rented,Car,0
CUST02656,24,2037507,2212381,16,681,5,11522,9572255,423832,169792,Self-Employed,Single,Graduate,Rented,Home,0
CUST02657,33,2348675,447862,3,547,2,12440,3369300,6348912,195722,Salaried,Married,Post-Graduate,Owned,Business,0
CUST02658,50,1643721,4790181,17,879,4,23481,8575962,4227349,136976,Salaried,Divorced,Graduate,Rented,Personal,1
CUST02659,28,1617251,1377782,17,549,5,6753,1205903,80230,134770,Salaried,Married,High School,Rented,Home,0
CUST02660,40,1592479,2570585,25,399,2,8568,3071434,5487377,132706,Self-Employed,Married,Graduate,Mortgaged,Car,1
CUST02661,55,1268394,2353013,12,363,4,16340,8930200,7291490,105699,Salaried,Single,High School,Owned,Business,1
CUST02662,28,1144133,2373973,11,640,2,17984,1420588,3353585,95344,Salaried,Married,Graduate,Rented,Business,0
CUST02663,43,1609166,4232903,3,321,4,117580,5058449,7597184,134097,Salaried,Married,Graduate,Rented,Personal,1
CUST02664,31,1993341,3744055,17,371,5,18353,3471426,3335225,166111,Salaried,Divorced,High School,Rented,Home,1
CUST02665,45,1122294,4344793,19,446,4,19056,1095057,619515,93524,Self-Employed,Single,High School,Rented,Personal,1
CUST02666,32,1479846,1926282,9,617,4,17835,2435756,982350,123320,Self-Employed,Single,Graduate,Owned,Home,0
CUST02667,63,1254928,1362511,22,586,2,5161,5396190,535704,104577,Self-Employed,Single,Graduate,Owned,Education,0
CUST02668,25,820956,2165748,28,606,0,6445,6343926,2414796,68413,Salaried,Single,Doctorate,Mortgaged,Education,0
CUST02669,63,832226,2829379,6,604,3,39296,6786561,3078765,69352,Salaried,Married,Graduate,Rented,Medical,0
CUST02670,56,335111,1717891,17,896,0,8421,1401607,3554189,27925,Salaried,Married,Post-Graduate,Rented,Medical,0
CUST02671,58,1183655,2327286,21,430,3,9235,3267010,3845110,98637,Salaried,Single,High School,Rented,Education,0
CUST02672,58,1824271,797052,1,584,5,66421,1131127,6908497,152022,Business Owner,Married,Graduate,Owned,Home,0
CUST02673,30,1761141,2940025,6,667,0,40833,191564,92857,146761,Salaried,Married,High School,Rented,Home,0
CUST02674,62,2466318,3583355,12,464,5,24884,3966431,7183839,205526,Unemployed,Married,Post-Graduate,Rented,Medical,1
CUST02675,47,243863,2659426,4,408,3,55404,6253908,1911385,20321,Salaried,Divorced,Post-Graduate,Owned,Personal,1
CUST02676,63,1937544,4371503,11,327,0,33117,3770953,7628640,161462,Self-Employed,Married,Post-Graduate,Mortgaged,Education,0
CUST02677,59,2018314,4978604,5,495,4,82976,496945,1081133,168192,Self-Employed,Single,High School,Owned,Medical,1
CUST02678,46,1175621,4532683,27,452,0,13989,2277649,802109,97968,Self-Employed,Divorced,Post-Graduate,Rented,Business,0
CUST02679,38,815001,510241,18,417,3,2362,4384653,972005,67916,Self-Employed,Single,High School,Rented,Home,0
CUST02680,27,989189,4409974,10,462,3,36749,3621906,2369686,82432,Salaried,Widowed,Graduate,Mortgaged,Business,1
CUST02681,26,1754015,1701838,23,717,4,6166,8265274,7532277,146167,Self-Employed,Married,Post-Graduate,Mortgaged,Car,0
CUST02682,38,2176091,2286329,1,796,2,190527,6020046,3703303,181340,Salaried,Divorced,Graduate,Rented,Medical,0
CUST02683,56,1660404,2089294,18,609,0,9672,9988591,1321935,138367,Salaried,Single,Post-Graduate,Rented,Personal,0
CUST02684,43,1358340,1456127,20,339,2,6067,1837455,5133950,113195,Salaried,Married,Post-Graduate,Mortgaged,Medical,0
CUST02685,42,1683675,4392287,24,741,4,15250,3765998,4064166,140306,Salaried,Divorced,Post-Graduate,Rented,Home,1
CUST02686,32,315901,3207722,7,391,5,38187,964692,5622387,26325,Business Owner,Married,Graduate,Owned,Personal,1
CUST02687,46,1579102,4836487,18,334,1,22391,299256,5932348,131591,Salaried,Divorced,Graduate,Mortgaged,Business,1
CUST02688,49,249029,4775789,23,641,2,17303,9247404,6288130,20752,Salaried,Single,Graduate,Rented,Medical,1
CUST02689,64,2403889,2127817,24,555,5,7388,4979740,1210215,200324,Salaried,Married,Graduate,Owned,Medical,0
CUST02690,53,2239636,3648900,6,487,1,50679,6632111,3966990,186636,Self-Employed,Married,Post-Graduate,Mortgaged,Car,0
CUST02691,48,1344608,2536703,29,880,1,7289,2835126,5045264,112050,Self-Employed,Single,Graduate,Mortgaged,Car,0
CUST02692,61,1029090,2499500,8,354,4,26036,610220,4452674,85757,Unemployed,Married,Post-Graduate,Owned,Medical,1
CUST02693,40,1870949,3711215,12,332,2,25772,8938472,7780561,155912,Self-Employed,Married,High School,Rented,Education,1
CUST02694,62,1648318,3459602,6,652,3,48050,6618332,7684565,137359,Salaried,Married,Graduate,Owned,Personal,0
CUST02695,37,1807805,4563143,5,551,2,76052,7143881,6495053,150650,Salaried,Single,Post-Graduate,Mortgaged,Car,0
CUST02696,27,1361617,3874062,8,780,3,40354,5380493,1920226,113468,Salaried,Married,Graduate,Mortgaged,Medical,0
CUST02697,39,705228,3129600,4,324,1,65200,4102800,4231191,58769,Self-Employed,Widowed,High School,Mortgaged,Education,1
CUST02698,27,322141,4600382,22,551,4,17425,4280517,6430077,26845,Unemployed,Married,Post-Graduate,Owned,Education,1
CUST02699,27,815768,556802,18,387,2,2577,7644079,2146168,67980,Salaried,Married,High School,Owned,Business,0
CUST02700,59,1393147,3827917,12,324,3,26582,2349852,5694544,116095,Salaried,Divorced,Graduate,Rented,Personal,1
CUST02701,56,1146440,1991801,16,577,1,10373,3477938,1993565,95536,Self-Employed,Single,Post-Graduate,Owned,Education,0
CUST02702,31,1339960,2194293,18,740,0,10158,3143657,1120718,111663,Self-Employed,Married,Graduate,Owned,Education,0
CUST02703,58,802590,3919290,6,394,3,54434,5265459,1919522,66882,Self-Employed,Divorced,Post-Graduate,Owned,Personal,1
CUST02704,24,2353994,1404352,9,805,0,13003,9679697,7411933,196166,Salaried,Married,Post-Graduate,Rented,Education,0
CUST02705,34,1011846,4423976,26,611,5,14179,9235574,7962930,84320,Salaried,Single,Graduate,Rented,Car,1
CUST02706,52,2138467,2524414,1,588,5,210367,5493585,6842849,178205,Salaried,Married,Doctorate,Mortgaged,Education,1
CUST02707,35,1068757,1777555,28,853,1,5290,2081556,2170168,89063,Salaried,Married,Graduate,Owned,Car,0
CUST02708,53,1192427,1674480,28,497,1,4983,9410044,6236037,99368,Self-Employed,Married,Graduate,Mortgaged,Medical,0
CUST02709,59,1569081,2133563,8,420,3,22224,3199274,1746036,130756,Salaried,Single,Post-Graduate,Rented,Personal,0
CUST02710,24,768361,4716684,10,771,1,39305,3627644,1014188,64030,Salaried,Single,Graduate,Rented,Car,0
CUST02711,23,666741,558086,6,364,5,7751,8867374,2069952,55561,Unemployed,Married,Graduate,Rented,Home,1
CUST02712,62,1041098,2564430,17,823,0,12570,2706898,1117364,86758,Salaried,Married,Graduate,Mortgaged,Business,0
CUST02713,44,2040085,4183272,7,795,2,49800,4672595,5124003,170007,Salaried,Widowed,Graduate,Owned,Business,0
CUST02714,43,489811,2386678,23,886,1,8647,9176005,5465587,40817,Unemployed,Married,Graduate,Mortgaged,Medical,0
CUST02715,41,1178210,2851788,12,576,4,19804,3247099,285222,98184,Salaried,Married,Graduate,Rented,Medical,1
CUST02716,40,1729474,1773571,29,673,0,5096,6280720,858160,144122,Self-Employed,Single,Post-Graduate,Rented,Business,0
CUST02717,51,1809673,724253,25,829,2,2414,469256,3832605,150806,Salaried,Married,Post-Graduate,Mortgaged,Personal,1
CUST02718,46,1170855,3215064,12,378,5,22326,9956431,906524,97571,Business Owner,Divorced,Graduate,Rented,Business,1
CUST02719,29,341389,4603777,18,483,2,21313,4247635,6625692,28449,Salaried,Married,Graduate,Rented,Business,1
CUST02720,48,187380,2624253,1,583,1,218687,6735862,3202235,15615,Salaried,Single,High School,Rented,Education,1
CUST02721,50,1254418,2188585,2,676,0,91191,4396374,3302570,104534,Unemployed,Divorced,Graduate,Rented,Car,0
CUST02722,26,2053605,688792,15,707,3,3826,4122695,43023,171133,Self-Employed,Married,Graduate,Mortgaged,Business,0
CUST02723,38,216315,4726409,14,853,0,28133,275913,5611935,18026,Salaried,Married,Post-Graduate,Mortgaged,Medical,1
CUST02724,55,2235575,4352578,12,593,2,30226,2846846,5771867,186297,Salaried,Married,Graduate,Mortgaged,Education,0
CUST02725,48,1738388,4514662,3,403,3,125407,3868527,6051004,144865,Salaried,Divorced,Post-Graduate,Mortgaged,Business,0
CUST02726,27,168930,1827113,25,413,2,6090,3754388,4321655,14077,Salaried,Married,Post-Graduate,Rented,Home,1
CUST02727,23,957718,3145230,12,780,4,21841,2807990,2156398,79809,Salaried,Married,High School,Mortgaged,Medical,0
CUST02728,46,668178,2191263,14,576,4,13043,6460203,625393,55681,Salaried,Married,Post-Graduate,Owned,Home,1
CUST02729,41,2380744,1211524,12,678,0,8413,8308429,2524447,198395,Unemployed,Single,Graduate,Rented,Home,0
CUST02730,63,1453738,1068051,15,637,4,5933,8923669,4348661,121144,Self-Employed,Married,Post-Graduate,Rented,Home,0
CUST02731,44,911691,1950069,19,787,5,8552,9725465,932890,75974,Unemployed,Married,Graduate,Rented,Home,0
CUST02732,62,803413,2789321,23,431,1,10106,6531790,432702,66951,Salaried,Married,Graduate,Rented,Car,0
CUST02733,31,1474943,653910,16,402,2,3405,4169093,1735664,122911,Salaried,Single,Graduate,Mortgaged,Education,0
CUST02734,41,161972,3525172,5,740,2,58752,6497008,565568,13497,Self-Employed,Single,Graduate,Mortgaged,Education,1
CUST02735,28,754860,2315935,26,560,2,7422,1410601,113698,62905,Salaried,Single,Post-Graduate,Mortgaged,Education,0
CUST02736,46,538713,4411768,9,789,2,40849,8187061,3883729,44892,Salaried,Divorced,Post-Graduate,Mortgaged,Business,1
CUST02737,30,1607264,1430026,1,377,5,119168,5396262,5960890,133938,Business Owner,Married,Graduate,Mortgaged,Personal,1
CUST02738,43,1722676,305457,2,463,3,12727,1734913,3998586,143556,Self-Employed,Married,Post-Graduate,Rented,Car,0
CUST02739,36,1247549,1594674,23,876,5,5777,4315726,730045,103962,Salaried,Single,Graduate,Owned,Home,0
CUST02740,29,479068,4867992,12,806,2,33805,3080866,2711958,39922,Salaried,Single,Graduate,Mortgaged,Business,1
CUST02741,26,1020976,1643887,1,337,3,136990,3560683,284358,85081,Salaried,Married,Graduate,Owned,Car,0
CUST02742,44,2130815,3533897,24,790,0,12270,600850,4974171,177567,Self-Employed,Single,Post-Graduate,Rented,Medical,1
CUST02743,62,628669,4224296,9,339,1,39113,258991,1865018,52389,Salaried,Single,Graduate,Owned,Medical,1
CUST02744,30,533913,1457278,29,372,3,4187,3561414,3098867,44492,Business Owner,Widowed,Graduate,Rented,Business,1
CUST02745,39,412075,3230852,26,838,1,10355,3086505,7216041,34339,Salaried,Married,Post-Graduate,Rented,Home,1
CUST02746,31,2069279,1062150,2,375,5,44256,9988355,4695684,172439,Salaried,Married,Post-Graduate,Rented,Medical,1
CUST02747,56,431715,1842922,21,480,1,7313,2699449,6118692,35976,Self-Employed,Single,High School,Mortgaged,Medical,1
CUST02748,39,1516804,1515635,18,381,0,7016,3360192,2798279,126400,Business Owner,Single,Graduate,Owned,Business,0
CUST02749,63,2497744,3378320,5,658,4,56305,9160571,7445504,208145,Business Owner,Divorced,Graduate,Owned,Medical,0
CUST02750,32,1658258,4384842,10,334,0,36540,8611752,5719735,138188,Salaried,Married,High School,Mortgaged,Home,0
CUST02751,25,1118930,1299295,15,472,1,7218,662826,4125262,93244,Salaried,Married,Graduate,Owned,Education,1
CUST02752,47,636043,1492381,5,495,1,24873,949199,4634288,53003,Self-Employed,Married,Post-Graduate,Rented,Education,1
CUST02753,50,154534,4113669,21,689,4,16324,1040372,4985693,12877,Business Owner,Single,Graduate,Mortgaged,Education,1
CUST02754,64,515573,2340964,9,597,5,21675,4651152,1280348,42964,Unemployed,Married,Post-Graduate,Rented,Education,1
CUST02755,59,2389382,2589663,28,415,1,7707,5768543,2013337,199115,Salaried,Single,Doctorate,Owned,Medical,0
CUST02756,60,487468,3543403,24,578,2,12303,3579482,5490150,40622,Self-Employed,Single,Graduate,Rented,Car,1
CUST02757,49,196952,731048,19,575,2,3206,228414,3526349,16412,Salaried,Married,Graduate,Mortgaged,Education,1
CUST02758,37,2067769,4366349,4,512,4,90965,2095670,6271487,172314,Salaried,Single,High School,Rented,Education,1
CUST02759,40,1133677,1857858,1,620,2,154821,6184545,4206853,94473,Salaried,Single,Post-Graduate,Rented,Personal,0
CUST02760,27,988940,3309927,5,495,3,55165,3787811,526992,82411,Salaried,Single,Graduate,Owned,Education,0
CUST02761,40,1836072,2189300,15,500,3,12162,1323116,5318476,153006,Salaried,Single,Graduate,Mortgaged,Business,1
CUST02762,37,1379116,3777890,23,770,0,13688,6547653,4879684,114926,Salaried,Divorced,Post-Graduate,Owned,Business,0
CUST02763,23,2299308,3077337,5,451,3,51288,6172392,2917408,191609,Self-Employed,Divorced,Post-Graduate,Rented,Education,0
CUST02764,30,1248857,907967,21,497,3,3603,4954049,6323437,104071,Self-Employed,Single,Graduate,Owned,Car,0
CUST02765,44,1825282,979829,2,384,5,40826,9407848,2805866,152106,Salaried,Single,Post-Graduate,Mortgaged,Medical,0
CUST02766,37,2215327,4393168,8,718,3,45762,8458906,917223,184610,Self-Employed,Married,Doctorate,Rented,Business,0
CUST02767,64,1239520,2622043,18,723,5,12139,493810,969789,103293,Salaried,Single,Graduate,Owned,Business,1
CUST02768,42,818061,1414809,25,706,2,4716,9058971,7213219,68171,Salaried,Married,High School,Owned,Car,0
CUST02769,63,2439938,759127,23,400,4,2750,591191,3008652,203328,Unemployed,Single,Post-Graduate,Mortgaged,Home,1
CUST02770,50,682965,685471,16,570,5,3570,4870739,3318390,56913,Salaried,Married,Post-Graduate,Owned,Personal,1
CUST02771,23,242400,4603521,2,475,0,191813,9026642,2443884,20200,Salaried,Single,Graduate,Rented,Car,1
CUST02772,30,1508659,4882409,9,758,3,45207,9819090,5902718,125721,Self-Employed,Married,Post-Graduate,Rented,Car,0
CUST02773,52,2469196,1997824,23,502,5,7238,323519,4844102,205766,Salaried,Married,Graduate,Mortgaged,Home,1
CUST02774,45,353130,1048117,3,549,3,29114,813005,7192398,29427,Salaried,Single,Graduate,Rented,Business,1
CUST02775,34,2146070,2123455,21,572,5,8426,2488783,7155875,178839,Self-Employed,Married,Post-Graduate,Mortgaged,Home,1
CUST02776,44,2101516,726427,21,756,2,2882,2835758,7917097,175126,Self-Employed,Married,Post-Graduate,Owned,Personal,0
CUST02777,60,2332985,2770800,22,721,5,10495,2866519,2632764,194415,Salaried,Widowed,High School,Rented,Business,0
CUST02778,38,1140672,3148803,7,791,3,37485,4225441,4671400,95056,Business Owner,Married,High School,Owned,Home,0
CUST02779,23,748715,4927176,8,556,2,51324,3256328,2771917,62392,Salaried,Single,Graduate,Rented,Personal,1
CUST02780,35,1353535,1628372,6,791,1,22616,5868744,5634191,112794,Salaried,Married,Graduate,Rented,Business,0
CUST02781,62,484776,1029173,12,822,1,7147,8554397,5985412,40398,Salaried,Single,Post-Graduate,Rented,Education,0
CUST02782,54,2130698,710078,16,614,1,3698,5504704,2013597,177558,Salaried,Divorced,High School,Mortgaged,Car,0
CUST02783,58,1708790,1916993,4,707,4,39937,3386049,6877442,142399,Unemployed,Married,Post-Graduate,Mortgaged,Medical,1
CUST02784,61,1285815,3025549,17,845,2,14831,5722969,2320370,107151,Self-Employed,Single,Graduate,Rented,Business,0
CUST02785,27,1362269,379822,7,803,2,4521,6242343,7866460,113522,Salaried,Married,Post-Graduate,Rented,Personal,0
CUST02786,34,1823486,3806976,17,465,2,18661,8972882,6806155,151957,Salaried,Married,Graduate,Rented,Home,1
CUST02787,24,1379444,2327532,9,729,2,21551,9479375,145387,114953,Salaried,Single,Post-Graduate,Mortgaged,Medical,0
CUST02788,22,2123545,3976331,28,567,4,11834,2847895,3185951,176962,Self-Employed,Married,Graduate,Owned,Car,0
CUST02789,57,2322855,2344853,10,389,2,19540,9190817,3107014,193571,Salaried,Married,Graduate,Rented,Business,0
CUST02790,62,2382006,819787,26,523,2,2627,8186852,6579471,198500,Business Owner,Married,Graduate,Rented,Car,0
CUST02791,28,1607190,156238,6,886,3,2169,1368928,5795459,133932,Salaried,Married,Graduate,Rented,Personal,0
CUST02792,53,1894994,2806491,3,874,3,77958,5624205,404774,157916,Salaried,Married,Graduate,Rented,Medical,0
CUST02793,45,881000,2720223,6,771,2,37780,1606838,6725219,73416,Unemployed,Married,Post-Graduate,Owned,Education,0
CUST02794,24,239574,4077707,13,894,0,26139,4955855,1746027,19964,Business Owner,Married,Post-Graduate,Owned,Medical,1
CUST02795,61,1090156,4392409,27,643,4,13556,542713,2957769,90846,Salaried,Married,High School,Mortgaged,Business,1
CUST02796,59,2198520,847380,6,754,3,11769,3064192,1360752,183210,Salaried,Married,Post-Graduate,Owned,Personal,0
CUST02797,46,463715,1607700,23,399,3,5825,5922057,1260202,38642,Business Owner,Married,Graduate,Rented,Medical,1
CUST02798,52,1432424,1078027,21,479,3,4277,3110281,4216539,119368,Self-Employed,Single,Graduate,Rented,Home,0
CUST02799,39,601937,578234,10,403,3,4818,199734,677576,50161,Self-Employed,Married,Graduate,Rented,Car,1
CUST02800,56,1158788,61936,10,862,5,516,3945950,644244,96565,Self-Employed,Married,High School,Rented,Education,0
CUST02801,41,486872,457443,28,668,0,1361,5457604,6285862,40572,Unemployed,Single,Graduate,Mortgaged,Home,0
CUST02802,64,1876650,2646939,21,859,0,10503,7658753,2750963,156387,Salaried,Single,Graduate,Rented,Education,0
CUST02803,24,2054184,801732,7,549,5,9544,1450839,5185912,171182,Salaried,Married,Graduate,Owned,Home,1
CUST02804,29,1932131,1013674,27,542,5,3128,4819655,7889960,161010,Salaried,Single,High School,Owned,Education,1
CUST02805,63,1806452,633285,12,705,2,4397,2067638,406879,150537,Self-Employed,Married,Graduate,Rented,Home,0
CUST02806,34,702609,3635000,3,640,3,100972,1622953,6353737,58550,Salaried,Married,Graduate,Rented,Education,1
CUST02807,35,1396310,3196630,24,523,2,11099,1307541,877327,116359,Salaried,Married,Graduate,Mortgaged,Education,0
CUST02808,56,396246,4812958,26,490,5,15426,7622645,6084731,33020,Self-Employed,Widowed,Graduate,Rented,Education,1
CUST02809,30,1029764,601898,13,607,2,3858,9203350,2448007,85813,Salaried,Divorced,Graduate,Rented,Business,0
CUST02810,44,1338665,1083339,21,345,4,4298,6667461,1080917,111555,Unemployed,Widowed,Graduate,Mortgaged,Personal,1
CUST02811,34,1720961,2305716,7,412,2,27449,3845476,1829804,143413,Salaried,Widowed,Graduate,Mortgaged,Home,0
